,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,Side,Missing_Cabin,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
478,1.0,1.4766167,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.1027021,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1352,1.0,-1.9408206,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.71348387,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5344,0.0,0.9186678,0.0,-0.34058988,-0.26912475,0.23983075,0.10924773,-0.22931187,0.63904953,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8635,0.0,0.15148799,0.0,-0.31785232,0.13856664,-0.1418339,-0.27132824,-0.26902264,0.033815153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6577,0.0,-0.47620457,0.0,0.030790266,-0.28731406,-0.29081702,0.3110953,-0.26814017,1.0457826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5556,0.0,1.5463604,0.0,-0.1101826,-0.2528171,-0.24896784,-0.2108629,-0.013991244,1.2423378,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3992,0.0,0.5699497,0.0,-0.34058988,-0.28731406,-0.09831073,0.31998724,-0.26902264,0.21674773,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1033,0.0,-0.75517905,0.0,0.4021704,-0.064651825,0.20802535,-0.05881035,-0.26902264,-0.7018073,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3034,0.0,-0.6854354,0.0,-0.24357629,-0.28731406,0.46749038,-0.12194328,-0.26372787,0.06300652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2354,1.0,-0.057742864,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.34567264,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3295,1.0,-1.0341535,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.014837127,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2729,1.0,1.5463604,0.0,-0.34058988,-0.28731406,4.2987462e-09,-0.27666342,-0.26902264,-0.96258354,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2543,1.0,-0.9644099,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.30091256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4786,0.0,-0.2669737,0.0,-0.34058988,-0.2854324,-0.29081702,0.4017933,2.8557737,-0.8088423,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2855,0.0,-0.40646094,0.0,-0.34058988,0.080862634,-0.29081702,1.0544633,0.62579334,-0.9470148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8431,1.0,-0.75517905,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.695777,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1425,0.0,2.2437966,0.0,1.3480529,-0.28731406,-0.17698722,-0.27666342,-0.26902264,-1.0482116,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2272,0.0,-0.8249227,0.0,-0.34058988,-0.28041464,0.5344491,-0.27666342,0.059253067,-0.23085324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1871,0.0,-0.9644099,0.0,-0.32239982,-0.2716336,0.03895462,0.2844194,-0.26902264,-0.4001632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3455,0.0,-1.871077,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.029922972,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8336,0.0,-0.6854354,0.0,-0.31633648,0.8034172,-0.27575132,-0.27221742,-0.26196295,1.652963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7737,0.0,-1.1629966e-09,0.0,-0.34058988,-0.28731406,0.5227313,0.01143615,-0.26902264,1.4700304,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
527,1.0,0.22123161,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.0949178,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8196,0.0,0.08174437,0.0,-0.29208308,-0.17441489,0.54114497,-0.27666342,-0.18165894,1.6023647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3639,0.0,-0.40646094,0.0,-0.34058988,-0.22898282,-0.28914306,-0.27666342,0.20927152,0.29459137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4682,0.0,3.4991815,0.0,0.58407086,3.796084e-09,-0.29081702,-0.09882418,-0.26461032,0.42692557,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4074,0.0,0.70943695,0.0,-0.34058988,-0.28731406,-0.28914306,-0.27666342,1.7871128,0.23815474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7784,0.0,0.08174437,0.0,0.36730614,-0.28731406,-0.29081702,-0.27666342,-0.015756167,1.4680843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6770,0.0,0.22123161,0.0,0.09597127,-0.28731406,0.7001719,0.31909806,-0.23372418,-0.24836807,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3208,1.0,-0.5459482,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.038190223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6346,0.0,-0.33671734,0.0,0.72049624,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.5731733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6729,0.0,-0.12748648,0.0,-0.34058988,-0.25971648,7.6789436,-0.27221742,-0.23284172,-0.9956671,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4463,0.0,0.36071885,0.0,-0.34058988,-0.2572076,3.1692743,-0.27399582,-0.26372787,-0.84581804,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8553,1.0,-0.40646094,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.55195826,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6610,0.0,1.1278986,0.0,-0.33907405,-0.2779058,-0.21716245,-0.27666342,1.0908506,-0.23474543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5303,1.0,-1.0341535,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.6409956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4561,0.0,0.08174437,0.0,6.527669,-0.15434393,-0.27407736,-0.13705961,-0.2584331,-0.84387195,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2577,0.0,-0.9644099,0.0,0.0444328,-0.28731406,-0.27407736,-0.116608106,-0.26902264,-0.28728992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5809,0.0,0.15148799,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.73878306,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3616,0.0,-2.010564,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.090251796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6594,0.0,-0.6854354,0.0,-0.34058988,-0.28731406,-0.29081702,0.43825033,-0.26461032,1.0691357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1554,1.0,-0.057742864,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6395324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7620,0.0,-0.2669737,0.0,-0.32391566,0.2019156,-0.29081702,-0.27666342,-0.26902264,-0.12381823,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4717,1.0,-1.1038971,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.4639013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5494,1.0,-1.871077,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.034106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3047,1.0,0.36071885,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.9061469,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8427,0.0,-0.9644099,0.0,-0.34058988,-0.2747697,1.0751406,-0.24198475,-0.26814017,2.2504132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1677,1.0,-0.9644099,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.59866446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4329,0.0,-1.0341535,0.0,-0.34058988,-0.18319593,0.71858555,-0.2757742,-0.26902264,0.32767493,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5603,0.0,-0.47620457,0.0,-0.34058988,-0.26222533,0.86254674,-0.27666342,-0.19930817,0.734408,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7701,1.0,0.2909752,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6122871,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6107,0.0,0.7791805,0.0,-0.34058988,-0.28731406,0.43401104,0.02833088,-0.26902264,1.2520683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
296,0.0,-1.871077,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.1143787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7148,0.0,0.012000752,0.0,0.8220573,-0.27727857,-0.27575132,-0.27666342,-0.26902264,-0.1763627,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57,0.0,2.3135402,0.0,-0.34058988,0.08399872,-0.29081702,-0.2615471,-0.2469611,-1.1163248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5452,1.0,1.7555912,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.79911184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2644,1.0,0.43046245,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.93923044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6518,0.0,1.6858475,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.289236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5040,0.0,-0.12748648,0.0,-0.3375582,-0.28731406,1.9188205,-0.27666342,-0.24607864,1.0107529,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3621,0.0,-1.661846,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6881847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2598,1.0,2.0345657,0.0,6.811503e-09,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.9431226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5766,1.0,0.22123161,0.0,-0.34058988,3.796084e-09,-0.29081702,-0.27666342,-0.26902264,-1.0287507,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3715,0.0,0.7791805,0.0,-0.34058988,-0.28731406,0.22811297,-0.2757742,0.10249368,0.4639013,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4053,0.0,-0.057742864,0.0,-0.34058988,1.8107285,-0.29081702,1.6288841,-0.24519618,-0.86722505,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4747,0.0,-0.47620457,0.0,2.631967,-0.23588221,-0.29081702,2.4131553,1.8541799,-1.0209663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
648,1.0,-1.5223588,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.93728435,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1370,1.0,-0.89466625,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.7037534,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7601,0.0,-0.1972301,0.0,-0.34058988,-0.2791602,-0.29081702,3.10495,2.869893,-0.55390435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3392,1.0,-0.47620457,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.8847399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4427,1.0,0.08174437,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.34129757,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
681,0.3583058,-0.6156918,0.0,0.35214776,-0.28731406,-0.006242509,0.7299067,-0.26902264,-0.8497102,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
434,0.0,-1.1629966e-09,0.0,-0.34058988,0.1228862,-0.25398973,-0.14684078,-0.2654928,-1.0871334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4233,0.0,0.7791805,0.0,-0.3375582,-0.23964551,-0.29081702,-0.09793498,5.235557e-09,-0.82051885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5931,1.0,-0.5459482,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6609394,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1489,0.0,-0.75517905,0.0,0.30818847,-0.28731406,-0.2305542,-0.27666342,0.105141066,-0.6628855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
812,1.0,-1.5921024,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.89057815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1882,1.0,-0.8249227,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.0268046,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3535,1.0,-1.1038971,0.0,-0.34058988,3.796084e-09,-0.29081702,-1.26050415e-08,-0.26902264,0.06495261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6872,0.0,0.50020605,0.0,-0.026811551,-0.28731406,0.46246848,-0.19307898,-0.26902264,1.160602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1940,0.0,0.012000752,0.0,0.068686195,-0.28731406,-0.29081702,-0.2544335,0.033661682,-0.35929528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6217,0.0,1.4766167,0.0,-0.34058988,0.27467284,-0.28914306,-0.27666342,-0.26461032,1.3046126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2917,0.0,1.8253348,0.0,-0.34058988,-0.28731406,-0.2824472,-0.27666342,1.8568273,0.018246423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5489,1.0,-0.12748648,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.7543518,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1181,0.0,1.7555912,0.0,0.7265596,-0.28731406,0.43066308,-0.27666342,-0.22754695,-1.055996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1375,0.0,0.08174437,0.0,-0.34058988,-0.20075803,-0.29081702,4.5845723,-0.17018694,-1.0384811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6437,0.0,-0.12748648,0.0,-0.31027314,-0.28731406,1.3831507,-0.24465235,-0.26902264,-0.74072915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2867,1.0,-0.12748648,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.7465674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
626,0.3583058,0.70943695,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.0540498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4132,1.0,3.2202072,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.6215347,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1669,0.0,-1.1629966e-09,0.0,-0.34058988,-0.27226081,-0.29081702,0.3742282,-0.26902264,-0.60450274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2112,0.0,0.08174437,0.0,0.5931659,-0.28731406,0.018867008,-0.08993222,0.1501466,-0.25226027,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6499,1.0,0.012000752,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.0243756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6653,1.0,0.012000752,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6998612,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6074,0.0,0.012000752,0.0,-0.34058988,0.07459046,-0.29081702,4.6743813,0.11220076,-1.141624,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,0.0,-0.12748648,0.0,-0.33907405,0.14985655,-0.23892403,-0.10949454,-0.26902264,-1.1027021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5267,0.0,2.7320018,0.0,-0.34058988,-0.28731406,1.3329316,-0.27666342,-0.26902264,0.9523702,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5074,0.0,0.5699497,0.0,0.24907082,-0.28731406,-0.28914306,2.7190387,-0.26637524,0.55731374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2815,0.0,-0.5459482,0.0,-0.34058988,-0.27037916,1.6861389,-0.27666342,0.18368013,-0.20944624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8033,1.0,0.70943695,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.5712272,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
418,1.0,0.9186678,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.1124326,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5681,1.0,-1.1629966e-09,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.7674916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3589,1.0,0.15148799,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.6434246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
293,1.0,0.98841137,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-1.0384811,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8655,0.0,-0.47620457,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.010462059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1506,1.0,-0.6854354,0.0,-0.34058988,-0.28731406,4.2987462e-09,-0.27666342,-0.26902264,-1.0287507,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7517,1.0,-1.1629966e-09,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,-0.55585045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5559,0.0,0.22123161,0.0,-0.34058988,-0.28731406,-0.29081702,-0.062367138,3.9288468,-0.7018073,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1634,0.0,-0.8249227,0.0,-0.23751295,-0.28731406,-0.29081702,-0.27666342,0.43253428,-0.93533826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4035,0.0,-1.5921024,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,0.23815474,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7935,1.0,1.8950784,0.0,-0.34058988,-0.28731406,-0.29081702,-0.27666342,-0.26902264,1.5439819,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1563,0.0,-1.1629966e-09,0.0,1.402623,-0.28731406,-0.28077322,-0.27310663,-0.26902264,-0.53444344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6919,0.0,-0.2669737,0.0,-0.34058988,-0.21518403,-0.29081702,1.3443413,3.2970045,-0.9684218,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
